verse_key,tap,fr
EZR.2.19,Baana balalume bena Hasumu baali .,"les fils de Haschum, deux cent vingt-trois;."
EZR.2.20,Baana balalume bena Gibari baali .,"les fils de Guibbar, quatre-vingt-quinze;."
EZR.2.21,Baana balalume ba ku Betlehemu baali .,"les fils de Bethléhem, cent vingt-trois;."
EZR.2.22,Baana balalume ba ku Netofa baali .,"les gens de Nethopha, cinquante-six;."
EZR.2.23,Baana balalume ba ku Anatoti baali .,"les gens dAnathoth, cent vingt-huit;."
EZR.2.24,Baana balalume ba ku Azimaweti baali .,"les fils dAzmaveth, quarante-deux;."
EZR.2.25,"Baana balalume ba ku Kiriati-Arimu, Kefira, ni Beroti, baali .","les fils de Kirjath-Arim, de Kephira et de Beéroth, sept cent quarante-trois;."
EZR.2.26,Baana balalume ba ku Rama ni Geba baali .,"les fils de Rama et de Guéba, six cent vingt et un;."
EZR.2.27,Baana balalume ba ku Mikimasi baali .,"les gens de Micmas, cent vingt-deux;."
EZR.2.28,Baana balalume ba ku Beteli ni ku Ai baali .,"les gens de Béthel et dAï, deux cent vingt-trois;."
EZR.2.29,Baana balalume ba ku Nebo baali .,"les fils de Nebo, cinquante-deux;."
EZR.2.30,Baana balalume ba ku Magibisi baali .,"les fils de Magbisch, cent cinquante-six;."
EZR.2.31,Baana balalume ba ku Eleamu unge baali .,"les fils de lautre Élam, mille deux cent cinquante-quatre;."
EZR.2.32,Baana balalume ba ku Harimu baali .,"les fils de Harim, trois cent vingt;."
EZR.2.33,"Baana balalume ba ku Lodi, ni ku Adidi, ni ku Ono, baali .","les fils de Lod, de Hadid et dOno, sept cent vingt-cinq;."
EZR.2.34,Baana balalume ba ku Yeriko baali .,"les fils de Jéricho, trois cent quarante-cinq;."
EZR.2.35,Baana balalume ba ku Sena baali .,"les fils de Senaa, trois mille six cent trente."
EZR.2.36,"Nvyalo ya babitambua bena Yedaia, wa mu nghanda yakua Yeshua, baali .","Sacrificateurs: les fils de Jedaeja, de la maison de Josué, neuf cent soixante-treize;."
EZR.2.37,Baana balalume bena Imeri baali .,"les fils dImmer, mille cinquante-deux;."
EZR.2.38,Baana balalume bena Pashuri baali .,"les fils de Paschhur, mille deux cent quarante-sept;."
EZR.2.39,Baana balalume bena Harimu baali .,"les fils de Harim, mille dix-sept."
EZR.2.40,"Nvyalo ya Balawi baabwelele kufuma mu buzia ni ezi: Baana balalume bena Yeshua ni Kadimieli, benzikulu bakua Hodavia, baali .","Lévites: les fils de Josué et de Kadmiel, des fils dHodavia, soixante quatorze."
EZR.2.41,"Nvyalo ya bakemba, baana balalume bena Asafu, baali .","Chantres: les fils dAsaph, cent vingt-huit."
EZR.2.42,"Nvyalo ya baana balalume bena bakalinda ba pa mulyango wa Nghanda yakua Leza, bena Salumu, ni bena Ateri, ni bena Talumoni, ni bena Akubu, ni bena Hatita, ni bena Sobai, bonse pamo baali .","Fils des portiers: les fils de Schallum, les fils dAther, les fils de Thalmon, les fils dAkkub, les fils de Hathitha, les fils de Schobaï, en tout cent trente-neuf."
EZR.2.43,"Nvyalo ya babombi ba mu Nghanda yakua Leza baabwelele kufuma mu buzia ni ezi: Baana balalume bena Siha, ni bena Hasufa, ni bena Tabaoti.","Néthiniens: les fils de Tsicha, les fils de Hasupha, les fils de Thabbaoth."
EZR.2.44,"ni bena Kerosi, ni bena Siaha, ni bena Padoni.","les fils de Kéros, les fils de Siaha, les fils de Padon."
EZR.2.45,"ni bena Lebana, ni bena Hegaba, ni bena Akubu.","les fils de Lebana, les fils de Hagaba, les fils dAkkub."
EZR.2.46,"ni bena Hagabu, ni bena Semaia, ni bena Hanani.","les fils de Hagab, les fils de Schamlaï, les fils de Hanan."
EZR.2.47,"ni bena Gideli, ni bena Gahari, ni bena Reaia.","les fils de Guiddel, les fils de Gachar, les fils de Reaja."
EZR.2.48,"ni bena Resini, ni bena Nekoda, ni bena Gazamu.","les fils de Retsin, les fils de Nekoda, les fils de Gazzam."
EZR.2.49,"ni bena Uza, ni bena Pasea, ni bena Besai.","les fils dUzza, les fils de Paséach, les fils de Bésaï."
EZR.2.50,"ni bena Asina, ni bena Munimu, ni bena Nefisimu.","les fils dAsna, les fils de Mehunim, les fils de Nephusim."
EZR.2.51,"ni bena Bakubuki, ni bena Hakufa, ni bena Harihuri.","les fils de Bakbuk, les fils de Hakupha, les fils de Harhur."
EZR.2.52,"ni bena Basiluti, ni bena Mehida, ni bena Harsa.","les fils de Batsluth, les fils de Mehida, les fils de Harscha."
EZR.2.53,"ni bena Barkosi, ni bena Sisera, ni bena Tema.","les fils de Barkos, les fils de Sisera, les fils de Thamach."
EZR.2.54,"ni bena Nesia, ni bena Hatifa.","les fils de Netsiach, les fils de Hathipha."
EZR.2.55,"Nvyalo ya babombi bakua Solomoni baabwelele kufuma mu buzia ni ezi: Baana balalume bena Sotai, ni bena Soferiti, ni bena Pedura.","Fils des serviteurs de Salomon: les fils de Sothaï, les fils de Sophéreth, les fils de Peruda."
EZR.2.56,"ni bena Yala, ni bena Darkoni, ni bena Gideli.","les fils de Jaala, les fils de Darkon, les fils de Guiddel."
EZR.2.57,"ni bena Sefatia, ni bena Hatili, ni bena Pokereti-Hazebaimu, ni bena Ami.","les fils de Schephathia, les fils de Hatthil, les fils de Pokéreth-Hatsebaïm, les fils dAmi."
EZR.2.58,"Nvyalo ya babombi ba mu Nghanda yakua Leza, ni baana balalume bena babombi bakua Solomoni, baali .",Total des Néthiniens et des fils des serviteurs de Salomon: trois cent quatre-vingt-douze.
EZR.2.59,"Baba i balia baafumine ku Teli-Mela, ni ku Teli-Harsa, ni ku Kerubu, ni ku Adani, ni ku Imeri. Inzi tebaile kulondolola nangue babikolue babo pamo ni nvyalo yabo baali Baizraeli.","Voici ceux qui partirent de Thel-Mélach, de Thel-Harscha, de Kerub-Addan, et qui ne purent pas faire connaître leur maison paternelle et leur race, pour prouver quils étaient dIsraël."
EZR.2.60,"Nvyalo ya baana balalume bena Delaia, ni bena Tobia, ni bena Nekoda, baali .","Les fils de Delaja, les fils de Tobija, les fils de Nekoda, six cent cinquante-deux."
EZR.2.61,"Ni bena Hobaia, ni bena Hakosi, ni bena Barzilai waupile mukazyana wa mu lupua lwakua Barzilai Mugileadi, ni kwinikua liina lyabo.","Et parmi les fils des sacrificateurs: les fils de Habaja, les fils dHakkots, les fils de Barzillaï, qui avait pris pour femme une des filles de Barzillaï, le Galaadite, et fut appelé de leur nom."
EZR.2.62,"Babo bantu baakebele mu butantiko bwa meena a nvyalo yabo, inzi tebaamwenekelemo. Ni pakako, baamwenekele kuba batiikeene, i kyaalengele kuti babafumie pa mwilo wa bukitambua.","Ils cherchèrent leurs titres généalogiques, mais ils ne les trouvèrent point. On les exclut du sacerdoce."
EZR.2.63,"Ndabukizi waabakaaniizie kulia bintu bizuukiisie, mpaka musita waakabapo kitambua wa kubombia Urimu ni Tumimu.",et le gouverneur leur dit de ne pas manger des choses très saintes jusquà ce quun sacrificateur ait consulté lurim et le thummim.
EZR.2.64,Bantu bonse baabwelele kufuma mu buzia baali .,Lassemblée tout entière était de quarante-deux mille trois cent soixante personnes.
EZR.2.65,pasili kupendako babombi babo balalume ni banakazi baali . momo mwaali ni bakemba balalume ni banakazi .,"sans compter leurs serviteurs et leurs servantes, au nombre de sept mille trois cent trente-sept. Parmi eux se trouvaient deux cents chantres et chanteuses."
EZR.2.66,Bafarasi babo baali ni nyumbu twaali .,"Ils avaient sept cent trente-six chevaux, deux cent quarante-cinq mulets."
EZR.2.67,Nghamia yabo yaali bapunda baali .,"quatre cent trente-cinq chameaux, et six mille sept cent vingt ânes."
EZR.2.68,"Lubaafikile mu Nghanda yakua Yawe ku Yeruzalemu, bamasiiko babo baapeele bupe bwa bunonsi bwabo na mutima onse pakuti Nghanda yakua Leza ikuulue paakale pa nkendo pa yaali yakuulilue.","Plusieurs des chefs de famille, à leur arrivée vers la maison de lÉternel à Jérusalem, firent des offrandes volontaires pour la maison de Dieu, afin quon la rétablît sur le lieu où elle avait été."
EZR.2.69,"Baapeele mwaali mwabeeleele buvinde bwabo, ni mu kipao baabiikilemo kilo ya oro, ni kilo , ya mutofue, pamo ni nkanzu ya babitambua.","Ils donnèrent au trésor de lœuvre, selon leurs moyens, soixante et un mille dariques dor, cinq mille mines dargent, et cent tuniques sacerdotales."
EZR.2.70,"Evi babitambua, ni Balawi, ni balia bakalinda ba pa mulyango wa Nghanda yakua Leza, ni bakemba, ni bange bantu, ni babombi ba mu Nghanda yakua Leza, pamo ni Baizraeli bonse, i vibaikeele mu mizi yabo.","Les sacrificateurs et les Lévites, les gens du peuple, les chantres, les portiers et les Néthiniens sétablirent dans leurs villes. Tout Israël habita dans ses villes."
EZR.3.1,"Mwezi wa kilooba luwaakumeene, ni Baizraeli bonse lubaali basyali mu mizi yabo, bonse baakolongheene mu Yeruzalemu bali mu kimo.","Le septième mois arriva, et les enfants dIsraël étaient dans leurs villes. Alors le peuple sassembla comme un seul homme à Jérusalem."
EZR.3.2,"Kupwako, Yoshua mwina Yozadaki wabuuka pamo ni ba kwakue babitambua ni Zerubabeli mwina Shealtieli pamo ni ba kwakue, ni kutendeka kukuula paakale kitale kyakua Leza wa Baizraeli, evi baye baelelapo ngelelo ya kuziziiwa nga mukilembeelue mu kitabu kya mizilo yakua Musa muntu wakua Leza.","Josué, fils de Jotsadak, avec ses frères les sacrificateurs, et Zorobabel, fils de Schealthiel, avec ses frères, se levèrent et bâtirent lautel du Dieu dIsraël, pour y offrir des holocaustes, selon ce qui est écrit dans la loi de Moïse, homme de Dieu."
EZR.3.3,"Baakuulile paakale kitale palia payaali, anzia baali batiina baeni baali bali mu kyalo, baatendekele kumwelela Yawe ngelelo ya kuzizia ya lukeelekeele ni ya kyungulo.","Ils rétablirent lautel sur ses fondements, quoiquils eussent à craindre les peuples du pays, et ils y offrirent des holocaustes à lÉternel, les holocaustes du matin et du soir."
EZR.3.4,"Baakitile nsikunkulu ya mitanda nga mukilembeelue, kubalua busiku baali bafumia ngelelo ya kuzizia mukipaliile.","Ils célébrèrent la fête des tabernacles, comme il est écrit, et ils offrirent jour par jour des holocaustes, selon le nombre ordonné pour chaque jour."
EZR.3.5,"Pa kyamba, baeleele ngelelo ya kuziziiwa lyonse, ni ngelelo ya kubaluka kwa kwezi, ni ya nsikunkulu yonse yakua Yawe yaalandilue kuti izuukiwe, ni ya kubalua muntu waapeele bupe bwakue kuli Yawe na mutima wakue onse.","Après cela, ils offrirent lholocauste perpétuel, les holocaustes des nouvelles lunes et de toutes les solennités consacrées à lÉternel, et ceux de quiconque faisait des offrandes volontaires à lÉternel."
EZR.3.6,"Kutula busiku bwa mambo bwa mwezi wa kilooba, baatendekele kumwelela Yawe ngelelo ya kuziziiwa, inzi kiputa kya Nghanda yakua Yawe Leza kyaali tekinaakuulue.","Dès le premier jour du septième mois, ils commencèrent à offrir à lÉternel des holocaustes. Cependant les fondements du temple de lÉternel nétaient pas encore posés."
EZR.3.7,"Bantu baalongiizie nfolanga ya kusazia babaazi ba mabue ni babaazi ba mbao, kabili baalongiizie ni bilio, ni bya kumina, ni mafuta, evi bitwalue ku bantu ba ku Sidona ni ba ku Tiro kuti bakite makabu na bimuti bya mumpelempele kufuma ku Lebanoni. Bebio bimuti byaaleetelue lya pa mendanke mpaka ku Yopa nga mubaapeleelue nsambu na Kiro likolo wa ku Persia.","On donna de largent aux tailleurs de pierres et aux charpentiers, et des vivres, des boissons et de lhuile aux Sidoniens et aux Tyriens, pour quils amenassent par mer jusquà Japho des bois de cèdre du Liban, suivant lautorisation quon avait eue de Cyrus, roi de Perse."
EZR.3.8,"Kupwako, mu mwezi wa bubili wa mu mwaka wa bubili lubaabweleele ku Nghanda yakua Leza ya mu Yeruzalemu, Zerubabeli mwina Shealtieli, ni Yoshua mwina Yozadaki, baabambile kubomba pamo ni ba kwabo, ni babitambua, ni Balawi babaafumine nabo mu buzia ni kubwelela ku Yeruzalemu. Baasaakwile Balawi baali bali na myaka kutendekela pa ni mpuzio kuti baye bali bemanizi ba mwilo wa Nghanda yakua Yawe.","La seconde année depuis leur arrivée à la maison de Dieu à Jérusalem, au second mois, Zorobabel, fils de Schealthiel, Josué, fils de Jotsadak, avec le reste de leurs frères les sacrificateurs et les Lévites, et tous ceux qui étaient revenus de la captivité à Jérusalem, se mirent à lœuvre et chargèrent les Lévites de vingt ans et au-dessus de surveiller les travaux de la maison de lÉternel."
EZR.3.9,"Yeshua i lu-aabuukile pamo ni baana bakue ni ba kwakue, ni Kadimieli ni baana bakue, ni baana bena Yuda, ni baana bena Henadadi pamo ni baana ba balupua babo Balawi, bonse pamo baabuukile ni kwimaninako bakuuli ba Nghanda yakua Leza.","Et Josué, avec ses fils et ses frères, Kadmiel, avec ses fils, fils de Juda, les fils de Hénadad, avec leurs fils et leurs frères les Lévites, se préparèrent tous ensemble à surveiller ceux qui travaillaient à la maison de Dieu."
EZR.3.10,"Bakuuli lubaapwile kukuula kiputa kya Nghanda yakua Yawe, baabiikile babitambua bavwele makanzu a bukitambua koku bakwete ni ntandala, ni Balawi bena Asafu bakwete binsekelembue kuti bamutasie Yawe nga muba-aniinue na Daudi likolo wa Baizraeli.","Lorsque les ouvriers posèrent les fondements du temple de lÉternel, on fit assister les sacrificateurs en costume, avec les trompettes, et les Lévites, fils dAsaph, avec les cymbales, afin quils célébrassent lÉternel, daprès les ordonnances de David, roi dIsraël."
EZR.3.11,"Ni bo baimbile bamutasia Yawe balanda nangue, Wene aweme, ni ntono yakue ku Baizraeli, ya muyayaya. Bantu bonse baazanzwile mazui lubaali bamutasia Yawe, pantu kiputa kya Nghanda yakua Yawe kyaali kyasyakuulilue.","Ils chantaient, célébrant et louant lÉternel par ces paroles: Car il est bon, car sa miséricorde pour Israël dure à toujours! Et tout le peuple poussait de grands cris de joie en célébrant lÉternel, parce quon posait les fondements de la maison de lÉternel."
EZR.3.12,"Inzi babitambua bengi ni Balawi, ni bakulu ba mikowa, pamo ni bamasiiko baamweneko Nghanda ya mambo yakua Yawe, lubaamwene kiputa kya ezi Nghanda kyakuulilue, baalilile bazanzwile mazui, ni bange bengi baasamwine na nsansa.","Mais plusieurs des sacrificateurs et des Lévites, et des chefs de famille âgés, qui avaient vu la première maison, pleuraient à grand bruit pendant quon posait sous leurs yeux les fondements de cette maison. Beaucoup dautres faisaient éclater leur joie par des cris."
EZR.3.13,"Bantu ba-andilue kwinika mazui a nsansa ni mazui a malilo, pantu bantu baakilile kusamuna ni mazui abo aunvwikile kule.","en sorte quon ne pouvait distinguer le bruit des cris de joie davec le bruit des pleurs parmi le peuple, car le peuple poussait de grands cris dont le son sentendait au loin."
EZR.4.1,"Balwani ba Bayuda ni ba mu mukowa wakua Benyamina lubaunvwile nangue, balia baafumine mu buzia balimukukuula paakale Nghanda yakua Yawe Leza wa Baizraeli.","Les ennemis de Juda et de Benjamin apprirent que les fils de la captivité bâtissaient un temple à lÉternel, le Dieu dIsraël."
EZR.4.2,"baile kuli Zerubabeli, ni ku bakulu ba mikowa. Baabaanine nangue, Twatona tumikwasie kukuula paakale, pantu ni fwefue benka tulitwamupupa Leza wenu nga mwemue, kabili tulitwaelela ngelelo kutula pa musita wakua Esari-Hadoni, likolo wa ku Asuria waatuleetele pano.","Ils vinrent auprès de Zorobabel et des chefs de familles, et leur dirent: Nous bâtirons avec vous; car, comme vous, nous invoquons votre Dieu, et nous lui offrons des sacrifices depuis le temps dÉsar-Haddon, roi dAssyrie, qui nous a fait monter ici."
EZR.4.3,"Inzi Zerubabeli ni Yoshua, ni bakulu ba mikowa ya Baizraeli pamo ni bange ba-asukile nangue, Mwemue temulipo na kantu ka kutukwasiizia kukuula paakale Nghanda yakua Leza wetu, inzi fwe bene twakaba kumukuulila Nghanda Yawe Leza wa Baizraeli, nga mutwa-aniinue na Kiro likolo wa ku Persia.","Mais Zorobabel, Josué, et les autres chefs des familles dIsraël, leur répondirent: Ce nest pas à vous et à nous de bâtir la maison de notre Dieu; nous la bâtirons nous seuls à lÉternel, le Dieu dIsraël, comme nous la ordonné le roi Cyrus, roi de Perse."
EZR.4.4,Bekala kyalo baatoobwele mitima ya Bayuda ni kubatiinia sana evi tekuti batwalilile kukuula paakale.,Alors les gens du pays découragèrent le peuple de Juda; ils lintimidèrent pour lempêcher de bâtir.
EZR.4.5,"Baapeele ni bituulilo ku babiloolo kuti banzie mapange a Bayuda mu nsiku yonse yakua Kiro likolo wa ku Persia, mpaka pa musita wa kuteeka kwakua Dario likolo wa ku Persia.","et ils gagnèrent à prix dargent des conseillers pour faire échouer son entreprise. Il en fut ainsi pendant toute la vie de Cyrus, roi de Perse, et jusquau règne de Darius, roi de Perse."
EZR.4.6,"Ni mu buteeko bwakua Ahasuero, ku ntendeko ya buteeko bwakue, bantu baalembele lupapulo lwa kusongela bekazi ba mu Yudea ni ba mu Yeruzalemu.","Sous le règne dAssuérus, au commencement de son règne, ils écrivirent une accusation contre les habitants de Juda et de Jérusalem."
EZR.4.7,"Kabili mu nsiku yakua Artasasta, Bisilamu, ni Mitiredati, ni Tabeli, pamo ni benakue bonse, baamulembeele Artasasta likolo wa ku Persia. Lolo lupapulo lwaalembelue mu lulimi lwa Kishami, ni kubelengua mu lulimi lwa Kishami.","Et du temps dArtaxerxès, Bischlam, Mithredath, Thabeel, et le reste de leurs collègues, écrivirent à Artaxerxès, roi de Perse. La lettre fut transcrite en caractères araméens et traduite en araméen."
EZR.4.8,"Kiloolo Rehumu, ni Simusai kalemba, baamulembeele likolo Artasasta lupapulo lwa busongezi palua Yeruzalemu nangue.","Rehum, gouverneur, et Schimschaï, secrétaire écrivirent au roi Artaxerxès la lettre suivante concernant Jérusalem:."
EZR.4.9,"Lupapulo kufuma kuli ndabukizi Rehumu kiloolo wa balukale, ni kalemba Simusai, ni ba mu mukowa wakue, ni bapinguzi, ni bange babiloolo baali bafumine ku mizi ya Ereki, ni ku Babeli, ni ku Susani, ni ku kyalo kya Elamu.","Rehum, gouverneur, Schimschaï, secrétaire, et le reste de leurs collègues, ceux de Din, dArpharsathac, de Tharpel, dApharas, dÉrec, de Babylone, de Suse, de Déha, dÉlam."
