verse_key,shr,fr
ISA.3.2,"entwâli nomulwî, omutwî wemmanja nomulêbi, omushonga nomugula.","Le héros et lhomme de guerre, Le juge et le prophète, le devin et lancien."
ISA.3.3,"omukulu wabasirika makumi arhanu nomurhonyi, omuhanûzi, omushonga nomufumu.","Le chef de cinquante et le magistrat, Le conseiller, lartisan distingué et lhabile enchanteur."
ISA.3.4,Nabahà abâna barhò babè bo babarhambula nebirhaba bibè byo bibarhegeka.,"Je leur donnerai des jeunes gens pour chefs, Et des enfants domineront sur eux."
ISA.3.5,"Olubaga lukola lwakalyâna, ngasi muntu owâbo, ngasi muguma omulungu wâge; omwâna murhò akâlimbira omushosi, nomugalugalu akâlimbira omuluzi.","Il y aura réciprocité doppression parmi le peuple; Lun opprimera lautre, chacun son prochain; Le jeune homme attaquera le vieillard, Et lhomme de rien celui qui est honoré."
ISA.3.6,"Omuntu anarhulube mwene wâbo, omu nyumpa yîshe, amubwîre, erhi: «We gwêrhe ecishûli, oyîshe, obè murhambo wîrhu, orhegeke ebîra bigûkà!».","On ira jusquà saisir son frère dans la maison paternelle: Tu as un habit, sois notre chef! Prends ces ruines sous ta main!."
ISA.3.7,"Olwo lusiku, owâbo naye anashuze, aderhe, erhi: «Ntabà mufumu; aha mwâni harhayimbwa kalyo erhi cishûli; murhanjiraga murhambo wolubaga!».","Ce jour-là même il répondra: Je ne saurais être un médecin, Et dans ma maison il ny a ni pain ni vêtement; Ne métablissez pas chef du peuple!."
ISA.3.8,"Nêci, Yeruzalemu adwîrhe adungubêja na Yûda ahindagîre, bulya ebinwa byâbo nebijiro byâbo birhayêrekiri Nyakasane, kuhika bagomera obusù bwirenge lyâge.","Jérusalem chancelle, Et Juda sécroule, Parce que leurs paroles et leurs œuvres sont contre lÉternel, Bravant les regards de sa majesté."
ISA.3.9,"Okulola kwâbo kwône kunabashobeke; aka Sodomo, bône banajè bayimba obubî bwâbo, babule oku bankabufulika. Bali bahanya, bulya bônene bacîlerhera amahanya!.","Laspect de leur visage témoigne contre eux, Et, comme Sodome, ils publient leur crime, sans dissimuler. Malheur à leur âme! Car ils se préparent des maux."
ISA.3.10,Mubwîre omushinganyanya oku ali munyiragi; bulya ayishilya omukolo gwebijiro byâge!.,"Dites que le juste prospérera, Car il jouira du fruit de ses œuvres."
ISA.3.11,"Buhanya bwâge omuntu mubî, nyankola-maligo; bulya anagalulirwe nkoku ebijiro byamaboko gâge bikwânîne!.","Malheur au méchant! Il sera dans linfortune, Car il recueillera le produit de ses mains."
ISA.3.12,Wâni lubaga lwâni! Mwâna wa cirhabà okola olurhambula; bakazi bakola balurhegeka! Wâni lubaga lwâni! Abarhegesi bâwe bo badwîrhe bakuhabula nokuvonyôla enjira zâwe!.,"Mon peuple a pour oppresseurs des enfants, Et des femmes dominent sur lui; Mon peuple, ceux qui te conduisent tégarent, Et ils corrompent la voie dans laquelle tu marches."
ISA.3.13,"Nyakasane ayîmanzire mpu ajè lubanja, ayîmanzire mpu atwîre embaga olubanja.","LÉternel se présente pour plaider, Il est debout pour juger les peuples."
ISA.3.14,"Nyakasane akola ajà lubanja boshi nabagula nabarhambo bolubaga lwâge: «Mwe mwasherezize olukoma lwemizâbîbu: ebi mwanyagaga omukenyi, omu nyumpa zinyu biri.",LÉternel entre en jugement Avec les anciens de son peuple et avec ses chefs: Vous avez brouté la vigne! La dépouille du pauvre est dans vos maisons!.
ISA.3.15,Carhuma mudwîrhe mwandibuziza olubaga nokulabarhanya abakenyi?» Kwo adesire ntyo Nyakasane Nyamuzinda wEmirhwe.,"De quel droit foulez-vous mon peuple, Et écrasez-vous la face des pauvres? Dit le Seigneur, lÉternel des armées."
ISA.3.16,"Nyakasane adesire, erhi: Kulya kubà abâna-nyere be Siyoni badwîrhe bacîbona, bajà bagenda bakuba igosi namasù gobushumya, bajà bagendera oku mano enyanya banajegeza amashondo gabali emagulu.","LÉternel dit: Parce que les filles de Sion sont orgueilleuses, Et quelles marchent le cou tendu Et les regards effrontés, Parce quelles vont à petits pas, Et quelles font résonner les boucles de leurs pieds."
ISA.3.17,Nyakasane akola ahira ebibungu omu marhwe gabâna-nyere be Siyoni anabamôme emikungu.,"Le Seigneur rendra chauve le sommet de la tête des filles de Sion, LÉternel découvrira leur nudité."
ISA.3.18,"Olwo lusiku Nyakasane abanyaga ebibalimbamwo: orhugondo rhwâbo rhwamagulu, ensanamu zizûba nezomwêzi.","En ce jour, le Seigneur ôtera les boucles qui servent dornement à leurs pieds, Et les filets et les croissants;."
ISA.3.19,"orhugondo rhwomu marhwiri, emilinga nengole.","Les pendants doreilles, les bracelets et les voiles;."
ISA.3.20,"ebimanè, enyerere, emikaba, amahongo nenshanga.","Les diadèmes, les chaînettes des pieds et les ceintures, Les boîtes de senteur et les amulettes;."
ISA.3.21,orhugondo rhwomu minwe norhoku mazûlu.,Les bagues et les anneaux du nez;.
ISA.3.22,"emyambalo yolusiku lukulu nebihundikirwa, ebitambara byebirhugo nenshoho zokufumbarhwa.","Les vêtements précieux et les larges tuniques, Les manteaux et les gibecières;."
ISA.3.23,"ebilolero, emyambalo yalangashana, ensirha neshela.","Les miroirs et les chemises fines, Les turbans et les surtouts légers."
ISA.3.24,"Ahâli homugavu, byâbà bibolêreza; ahâli homukaba, lwâbà lukoba; ahâli hemviri mpunge, lyâbà irhwe lihalanguzè; ahâli hakanzu, bwâbà busunzu; ahâli hobwinjà, yâbà myokêro.","Au lieu de parfum, il y aura de linfection; Au lieu de ceinture, une corde; Au lieu de cheveux bouclés, une tête chauve; Au lieu dun large manteau, un sac étroit; Une marque flétrissante, au lieu de beauté."
ISA.3.25,Abalume bâwe bayîrhwa nengôrho nentwâli zâwe zahwêra omu bîrha.,"Tes hommes tomberont sous le glaive, Et tes héros dans le combat."
ISA.3.26,"Emihango yâwe yalaka enalakûle, na hano okola oli omu mirhanyo, ovondame omu katulo.","Les portes de Sion gémiront et seront dans le deuil; Dépouillée, elle sassiéra par terre."
ISA.4.1,"Olwo lusiku, bakazi nda barhuluba mulume muguma , bamubwîre, mpu: «Rhwakâlya ebiryo bîrhu rhunayambale emyambalo yîrhu, casinga orhuyêmêrere okuheka izîno lyâwe; orhukûle enshonyi!».","Et sept femmes saisiront en ce jour un seul homme, et diront: Nous mangerons notre pain, Et nous nous vêtirons de nos habits; Fais-nous seulement porter ton nom! Enlève notre opprobre!."
ISA.4.2,"Olwo lusiku, emburho Nyakasane ameza yâbà bukuze nirenge, ne­myâka yayêra omu cihugo yâbà mulimbo na bulangashane bwamâhûngà gasigîre omu Israheli.","En ce temps-là, le germe de lÉternel Aura de la magnificence et de la gloire, Et le fruit du pays aura de léclat et de la beauté Pour les réchappés dIsraël."
ISA.4.3,"Okubundi amâhûngà gomu Siyoni nemisigala yomu Yeruzalemu bâderhwa «batagatîfu», balya boshi bali bandike omu citabu cobuzîne omu Yeruzalemu.","Et les restes de Sion, les restes de Jérusalem, Seront appelés saints, Quiconque à Jérusalem sera inscrit parmi les vivants."
ISA.4.4,Mango Nyakasane âbà amarhenza izinga lyabâna-nyere be Siyoni nokushuka omukò gwabulagîrwe omu Yeruzalemu nomûka gobucîranuzi bwâge nomûka gwengulumira yomuliro gwâge.,"Après que le Seigneur aura lavé les ordures des filles de Sion, Et purifié Jérusalem du sang qui est au milieu delle, Par le souffle de la justice et par le souffle de la destruction."
ISA.4.5,"Nyamuzinda ahira oku ntondo ya Siyoni na kuli ngasi boshi bakubugânana ecitù mûshi, nomugî gwalangashana nka muliro budufu; bulya irenge lya Nyakasane lyâbwîkira byoshi;.","LÉternel établira, sur toute létendue de la montagne de Sion Et sur ses lieux dassemblées, Une nuée fumante pendant le jour, Et un feu de flammes éclatantes pendant la nuit; Car tout ce qui est glorieux sera mis à couvert."
ISA.4.6,"na mûshi endâro yakâjira ecîhôho amango gakalengerêrè, mwo bânakazikayâkira ecihûsi nenkuba.","Il y aura un abri pour donner de lombre contre la chaleur du jour, Pour servir de refuge et dasile contre lorage et la pluie."
ISA.5.1,"Nkola nayimbira omwîra wâni olwimbo, lwo lwimbo omuzigirwa wâni ayimbiraga olukoma lwâge lwemizâbîbu. Omuzigirwa wâni ali agwêrhe olukoma lwâge lwemizâbîbu oku mwandagalo gwentondo eyêra bwenêne.","Je chanterai à mon bien-aimé Le cantique de mon bien-aimé sur sa vigne. Mon bien-aimé avait une vigne, Sur un coteau fertile."
ISA.5.2,"Aguhînga, ashandâza amabuye, arhwêramwo emizâbîbu midukula. Ayûbakamwo omutungo, ahumbamwo nolwîna lwomukenzi. Alangâlira mpu olukoma lwâge lwayânamwo emizâbîbu minjà, ci lwôhe; lwayâna emizâbîbu mibî.","Il en remua le sol, ôta les pierres, et y mit un plant délicieux; Il bâtit une tour au milieu delle, Et il y creusa aussi une cuve. Puis il espéra quelle produirait de bons raisins, Mais elle en a produit de mauvais."
ISA.5.3,"Mwe mubà muno Yeruzalemu, ninyu bantu ba Yûda, muntwîrage nâni olubanja, nie rhwe nolukoma lwâni lwemizâbîbu.","Maintenant donc, habitants de Jérusalem et hommes de Juda, Soyez juges entre moi et ma vigne!."
ISA.5.4,"Bici nalinkwânîne okujirira olukoma lwâni lwemizâbîbu, nabula nokulujirirabyo? Carhumaga nnangalira nti lwanyânira emizâbîbu minjà, lwôhe lwabuliyâna emizâbîbu mibî?.","Quy avait-il encore à faire à ma vigne, Que je naie pas fait pour elle? Pourquoi, quand jai espéré quelle produirait de bons raisins, En a-t-elle produit de mauvais?."
ISA.5.5,"Niehe nkolaga nammubwîra kurhi najirira olukoma lwâni: «nalukûlakwo olugurhu, lusigale bwerûle, nashâba ecôgo câlwo, lulabarhwe nabagera.","Je vous dirai maintenant Ce que je vais faire à ma vigne. Jen arracherai la haie, pour quelle soit broutée; Jen abattrai la clôture, pour quelle soit foulée aux pieds."
ISA.5.6,"Nalujira bigûkà, lurhacife lwâkolwîrwe erhi kushogolerwa; emisihe nemishûgi yâkazilumeramwo; narhegeka ebitù irhondo birhacihîra bikaluniêsakwo enkuba.».","Je la réduirai en ruine; elle ne sera plus taillée, ni cultivée; Les ronces et les épines y croîtront; Et je donnerai mes ordres aux nuées, Afin quelles ne laissent plus tomber la pluie sur elle."
ISA.5.7,"Nêci! olukoma lwemizâbîbu lwa Nyakasane Nyamuzinda wEmirhwe, yo nyumpa yIsraheli; nabo abantu ba Yûda, yo mburho arhonyagya. Abalingakwo obushinganyanya, ci bôhe babà banyankola-maligo; abalonzakwo oburhondekezi, ci zâbà ndûlù.","La vigne de lÉternel des armées, cest la maison dIsraël, Et les hommes de Juda, cest le plant quil chérissait. Il avait espéré de la droiture, et voici du sang versé! De la justice, et voici des cris de détresse!."
ISA.5.8,"Buhanya bwâbo abakâja bayûshûla enyumpa oku yindi banajà bananika ishwa olu lindi! Buzinda erhi barhôzire hoshi hoshi, erhi bône bakola bali omu cihugo.","Malheur à ceux qui ajoutent maison à maison, Et qui joignent champ à champ, Jusquà ce quil ny ait plus despace, Et quils habitent seuls au milieu du pays!."
ISA.5.9,"Nayumvîrhe Nyakasane Nyamuzinda wEmirhwe acîgasha, erhi: «Mbo fà ecihango câni, nyumpa mwandu zirhashâbûka, ezo ndâro nyinjinjà na nnênênè zirhasigala bigûkà!.","Voici ce que ma révélé lÉternel des armées: Certainement, ces maisons nombreuses seront dévastées, Ces grandes et belles maisons nauront plus dhabitants."
ISA.5.10,"Bulya enshumba yolukoma lwemizâbîbu yakazikandwamwo mirengo makumi abirhi yône ya mamvu; na hakajira owarhwêra ntanda igana za mburho, arhasarûle ezirhali ntanda ikumi zône.».","Même dix arpents de vigne ne produiront quun bath, Et un homer de semence ne produira quun épha."
ISA.5.11,"Buhanya bwâbo balya bakazijà bazûkira oku mamvu makândirire, bali­nde bahika budufu bagalikwo banakola balimwo orukara!.","Malheur à ceux qui de bon matin Courent après les boissons enivrantes, Et qui bien avant dans la nuit Sont échauffés par le vin!."
ISA.5.12,"Ennanga, enzenze, engoma norhurhêra, nendalwè, byône balegerera; ci ebijiro bya Nyakasane barhabikwirirwa, barhanabona emikolo ye­ nfune zâge.","La harpe et le luth, le tambourin, la flûte et le vin, animent leurs festins; Mais ils ne prennent point garde à lœuvre de lÉternel, Et ils ne voient point le travail de ses mains."
ISA.5.13,"Co cirhumire olubaga lwâni lukola lwahêkwa bujà, kulya kubà barhatwâga ihuzi-huzi, abaluzi bâlwo bâhwa nishali norhutu rhwabantu rhuhungumuke nenyôrha!.","Cest pourquoi mon peuple sera soudain emmené captif; Sa noblesse mourra de faim, Et sa multitude sera desséchée par la soif."
ISA.5.14,"Co cirhumire wakuzimu ayâshama, ayâshamize akanwa karhalusa olugero; abaluzi nolubaga bakwêbwamwo haguma necihôgêro câbo namasâmo gâbo.","Cest pourquoi le séjour des morts ouvre sa bouche, Élargit sa gueule outre mesure; Alors descendent la magnificence et la richesse de Sion, Et sa foule bruyante et joyeuse."
ISA.5.15,"Abantu bayûnama, balume obudaka; bene-Adamu bafunyâla, namasù gabacîbonyi gakomakomya.","Les petits seront abattus, les grands seront humiliés, Et les regards des hautains seront abaissés."
ISA.5.16,Nyakasane Nyamuzinda wEmirhwe ajirenge omu bucîranuzi bwâge; Nyamubâho mwimâna ayêrekana obwimâna bwâge omu bushinganyanya bwâge.,"LÉternel des armées sera élevé par le jugement, Et le Dieu saint sera sanctifié par la justice."
ISA.5.17,"Abâna-buzi bayâbukira omu bigûkà nka kulya biyâbukira ebulambo, nabanahene bâkakereramwo akahasi.","Des brebis paîtront comme sur leur pâturage, Et des étrangers dévoreront les possessions ruinées des riches."
ISA.5.18,Buhanya bwâbo abayisha bakulula obubî nemigozi yobulyâlya necâha nka kula bakulula engâlè.,"Malheur à ceux qui tirent liniquité avec les cordes du vice, Et le péché comme avec les traits dun char."
ISA.5.19,"Bo balya bakaziderha, mpu: «Karhajiraga duba! Kebi ajira arhabijiraga nîrhu rhukabona! Guyishage gunayunjule gulya muhigo gwOmutagatîfu wIsraheli, nîrhu rhumanye!».","Et qui disent: Quil hâte, quil accélère son œuvre, Afin que nous la voyions! Que le décret du Saint dIsraël arrive et sexécute, Afin que nous le connaissions!."
ISA.5.20,Buhanya bwâbo abadwîrhe baderha ehinja mpu hibî nehibî mpu hyo hinjà! Banabulicîkêbwa ehiri hyêru mpu hyo hîru nehîru mpu hyo hyêru. Ehinunu banahihindule mpu hyo hyalula nehyalula mpu hyo hinunu.,"Malheur à ceux qui appellent le mal bien, et le bien mal, Qui changent les ténèbres en lumière, et la lumière en ténèbres, Qui changent lamertume en douceur, et la douceur en amertume!."
ISA.5.21,Buhanya bwâbo abacîbona mpu bali barhimanya nokucîkunga banya-bukengêre!.,"Malheur à ceux qui sont sages à leurs yeux, Et qui se croient intelligents!."
ISA.5.22,Buhanya bwâbo entwâli omu kunywa nabalenga omu kukanda amamvu makali!.,"Malheur à ceux qui ont de la bravoure pour boire du vin, Et de la vaillance pour mêler des liqueurs fortes;."
ISA.5.23,Bayêza nyankola-maligo nka amâbahongera nomwêru-kwêru bamuyîme olubanja!.,"Qui justifient le coupable pour un présent, Et enlèvent aux innocents leurs droits!."
ISA.5.24,"Nêci, nka kula engulumira yomuliro efonfomera ebijangala, nka kula ehyâsi hyûmu hihirigirha omu ngulumira yomuliro, ntyo kwo emizî yâbo yâbà bibolêreza nobwâso bwâbo buhinduke katulo, kulya kubà bànenaguzize irhegeko lya Nyakasane Nyamuzinda wEmirhwe banagayaguza omwimâna wIsraheli.","Cest pourquoi, comme une langue de feu dévore le chaume, Et comme la flamme consume lherbe sèche, Ainsi leur racine sera comme de la pourriture, Et leur fleur se dissipera comme de la poussière; Car ils ont dédaigné la loi de lÉternel des armées, Et ils ont méprisé la parole du Saint dIsraël."
ISA.5.25,"Okwo kwarhuma oburhè bwa Nyakasane buyâkira olubaga lwâge, âlulengereza okuboko ânaluhimbaguliza; entondo zâgeramwo omusisi nemirhumba yabantu yalambama omu njira nka camvu. Ci okola kurharhuma oburhè bwâge bwarhûla nokuboko kwâge kurhayôrha kula­mbûle.","Cest pourquoi la colère de lÉternel senflamme contre son peuple, Il étend sa main sur lui, et il le frappe; Les montagnes sébranlent; Et les cadavres sont comme des balayures au milieu des rues. Malgré tout cela, sa colère ne sapaise point, Et sa main est encore étendue."
ISA.5.26,"Akola akema ishanja lyihanga, âliyâkûza kurhenga aha kafende-fende kigulu. Lyeryo liyiruka, liyishire buhena.","Il élève une bannière pour les peuples lointains, Et il en siffle un des extrémités de la terre: Et voici, il arrive avec promptitude et légèreté."
ISA.5.27,Lirhalimwo murhamà erhi owadungubêja; ntâye wahungahunga na ntâye ogwêrhwe nîrò; ntâye omukaba gufundusire omu cibunu na ntâye omugozi gwenkwêrho gushwêkusire.,"Nul nest fatigué, nul ne chancelle de lassitude, Personne ne sommeille, ni ne dort; Aucun na la ceinture de ses reins détachée, Ni la courroie de ses souliers rompue."
ISA.5.28,"Emyampi yalyo eri migôye nemiherho yalyo eri mifôle; ensenyi zebiterusi byâlyo ziri nzibuzibu nka nshagabuye, nemizizi yengâlè zâlyo yayisha yahûma nka mpûsi ya kalemêra.","Ses flèches sont aiguës, Et tous ses arcs tendus; Les sabots de ses chevaux ressemblent à des cailloux, Et les roues de ses chars à un tourbillon."
ISA.5.29,"Omulûmbo gwâlyo guli nka gwa ntale; lyayisha lyalumba nka micûkà ya ntale; lidwîrhe lyalumba lyanacirhunika oku nsimba yalyo, liyigendane na ntâye wâderhe mpu ayilîkûza.","Son rugissement est comme celui dune lionne; Il rugit comme des lionceaux, il gronde, et saisit la proie, Il lemporte, et personne ne vient au secours."
ISA.5.30,"Olwo lusiku lyâlumbira olubaga nka kulya enyanja enalumba. Banasinze ecihugo, babone ekola ndunduli na mirhanyo, nobulangashane erhi bwahwerîre omu bitù.","En ce jour, il y aura près de lui un mugissement, Comme celui dune tempête sur mer; En regardant la terre, on ne verra que ténèbres, Avec des alternatives dangoisse et despérance; Au ciel, lobscurité régnera."
ISA.6.1,"Omwâka mwâmi Uziyahu afagamwo, nanacibona Nyakasane erhi atamîre oku ntebe yâge ndîrî yobwâmi, nerhi ecikwi comwambalo gwâge cibumbire aka-Nyamuzinda.","Lannée de la mort du roi Ozias, je vis le Seigneur assis sur un trône très élevé, et les pans de sa robe remplissaient le temple."
