fra	swc	swc_clean
Parfois, les choses sont plus belles quand on les regarde sous un angle différent.	Saa zimoya, mambo iko muzuri wakati una iangaliya mu pembe tofauti.	Saa zimoya, mambo iko muzuri wakati una iangaliya mu pembe tofauti.
Le coucou, en bas, sonna six heures.	Ndege, hapo ichi, ili wika muda wa saa sita.	Ndege, hapo ichi, ili wika muda wa saa sita.
Ce gamin était heureux de recevoir un cadeau.	Ule mutoto ali furahi kupata zawadi moya.	Ule mutoto ali furahi kupata zawadi moya.
Je ne veux pas et qu’on invite le noir de la nuit qui ne pardonne pas.	Sitaki tu alike weusi wa usiku ambao hawa wezi ku samehe.	Sitaki tu alike weusi wa usiku ambao hawa wezi ku samehe.
Partez sans délai, je vous prie !	Ondoka bila kuchelewa, na kuomba!	Ondoka bila kuchelewa, na kuomba!
Vois-le du coté positif !	Biangaliye mu njia ya muzuri!	Biangaliye mu njia ya muzuri!
Comment peut-on être sérieux avec le monde quand le monde lui-même est si ridicule !	Aye njo tuna weza kuwa sawa na dunia wakati dunia yopeke ina leta haya!	Aye njo tuna weza kuwa sawa na dunia wakati dunia yopeke ina leta haya!
Mon nom est Henry.	Jina yangu ni Herny.	Jina yangu ni Herny.
Tous les hommes ont accès à Dieu mais chacun un accès différent.	Watu wote wako na njia ya kufikiya Mungu lakini hakuna njia tofauti.	Watu wote wako na njia ya kufikiya Mungu lakini hakuna njia tofauti.
J'ai une jolie boîte en bois pour ranger mes bijoux.	Niko na sanduku ya mbao yaku weka ndani ma bijoux zangu.	Niko na sanduku ya mbao yaku weka ndani ma bijoux zangu.
Des conneries !	Wazimu!	Wazimu!
« Nous sommes tous d’accord de dire que les consommateurs ne lisent pas les politiques de confidentialité, » nous fait remarquer la Commission fédérale du commerce des États-Unis.	«Tuna itika siye bote kama watumiaji hawa somake ulindaji wa siri,» shirika ya biashara ya Marekani ili tu ambiya.	«Tuna itika siye bote kama watumiaji hawa somake ulindaji wa siri,» shirika ya biashara ya Marekani ili tu ambiya.
Imagine, pour les besoins de la discussion, une tribu où l'inceste entre une mère et son fils serait toléré.	Waza, kwa mahitaji ya maongezi, kabila yenye mapenzi kati ya mama na kijana wake ina weza kubaliwa .	Waza, kwa mahitaji ya maongezi, kabila yenye mapenzi kati ya mama na kijana wake ina weza kubaliwa .
Il semblerait que Jack soit malade.	Ina wezekana Jack iko mu gonjwa.	Ina wezekana Jack iko mu gonjwa.
Est-ce que, ces derniers temps, vous étiez en contact avec monsieur Leblanc ?	Ulikuwa na ongeya, na bwana Leblanc izi siku?	Ulikuwa na ongeya, na bwana Leblanc izi siku?
Sa terrible souffrance souleva sa pitié.	Mateso yake ya kuogopesha ili leta huruma.	Mateso yake ya kuogopesha ili leta huruma.
Je vous prierai d'accuser réception de la marchandise dès que vous l'aurez reçue.	Nda kuomba uni ambiye wakati utakuwa ume pata ile bitu.	Nda kuomba uni ambiye wakati utakuwa ume pata ile bitu.
Veuillez garder cette porte fermée à clé.	Tafazali funga mulango na fungulo.	Tafazali funga mulango na fungulo.
"""Si vous trouvez une énorme araignée dans la maison, ne l'écrasez pas."" ""Et pourquoi ? Tu veux qu'on te la prépare à manger ?"""	«Ukiona ki buibui kya kabambi mu nyumba, usi kikanyange.» «Juya nini? Una penda baikupigiye uikule?»	«Ukiona ki buibui kya kabambi mu nyumba, usi kikanyange.» «Juya nini? Una penda baikupigiye uikule?»
L’accès au télésiège est réservé aux skieurs.	Kiti ya yulu ina ruhusiwa tu kuwa terezaji wa ski.	Kiti ya yulu ina ruhusiwa tu kuwa terezaji wa ski.
Vous devez remettre le rapport au patron.	Una pashwa pana repoti kwa bosi.	Una pashwa pana repoti kwa bosi.
Pour un mot par ailleurs négatif, le mot « ne » est laissé de côté.	Kwa maneno yenye haikubalike tena, neno «ne» ime achwa pembeni.	Kwa maneno yenye haikubalike tena, neno «ne» ime achwa pembeni.
Sami ne peut pas le prouver.	Sami hawezi ionesha.	Sami hawezi ionesha.
Avancez.	Sogeya mbele.	Sogeya mbele.
Les premiers journalistes extranationaux n’investirent le pays qu’en 1972 pour témoigner du couronnement royal.	Ba pasha habari ba kwanza ba yulu ba inchi baliweza ku jitoleya kwa inchi mu mwaka wa 1972 kwa ku shuhudiya utawala wa kifalme.	Ba pasha habari ba kwanza ba yulu ba inchi baliweza ku jitoleya kwa inchi mu mwaka wa 1972 kwa ku shuhudiya utawala wa kifalme.
Bah oui.	Si ndio.	Si ndio.
Qu’est-ce qu’un père sinon celui qui nous guide, nous enseigne, nous réconforte, nous encourage et nous protège ?	Nani njo baba kwa sababu mwenye ana tuongoza, ana tufundisha, ana tupatiya faraja, ana tu tiya moyo na ana tu chunga?	Nani njo baba kwa sababu mwenye ana tuongoza, ana tufundisha, ana tupatiya faraja, ana tu tiya moyo na ana tu chunga?
"Jérusalem est une ville de paix, et pour qu'il y ait une ""paix"" dans cette ville, on ne trouve rien de mieux que de détruire les maisons des Palestiniens qui y restent encore."	Yerusalema ni muji wa amani, na ju kukuwe «amani» ndani ya ile muji, haba fanyake bya maana kama haiko kubomola nyumba za ba filistini benye bangali tena na bakiya ndani.	Yerusalema ni muji wa amani, na ju kukuwe «amani» ndani ya ile muji, haba fanyake bya maana kama haiko kubomola nyumba za ba filistini benye bangali tena na bakiya ndani.
Elle fit clairement comprendre qu'elle voulait l'épouser.	Ali elewa wazi kama alitaka kuolewa naye.	Ali elewa wazi kama alitaka kuolewa naye.
Il aime se déguiser en officier de police.	Ana pendaka kuji fanya sawa vile kiongozi wa polisi.	Ana pendaka kuji fanya sawa vile kiongozi wa polisi.
Il a particulièrement le soutien des jeunes, et on croit qu'il a un pouvoir d'influence en tant que meneur de l'opinion publique.	Kwa kipee vijana wana muunga mkono na tuna amini iko na ngufu za ku shawishi kama vile kiongozi wa watu na maoni yao.	Kwa kipee vijana wana muunga mkono na tuna amini iko na ngufu za ku shawishi kama vile kiongozi wa watu na maoni yao.
Il semble que vous ayez retrouvé votre assurance.	Ina onekana sawa vile ulipata garama yako.	Ina onekana sawa vile ulipata garama yako.
Pour avoir une conversation distinguée se rappeler de n’ouvrir la bouche que quand on n’a rien à dire.	Ili ku kuwa na maongezi ya ku jifanana kumbuka hapana kufungula kinywa kama hauna bya ku sema.	Ili ku kuwa na maongezi ya ku jifanana kumbuka hapana kufungula kinywa kama hauna bya ku sema.
Ce modèle particulier a une durée de vie de la batterie très faible.	Aina hii ya kipee iko siku za kidogo za bateri ya chini sana.	Aina hii ya kipee iko siku za kidogo za bateri ya chini sana.
La même force appliquée à une surface plus petite produira davantage de pression.	Ngufu ile ile inayotumika kwa fasi ya kidogo ita leta shinikizo zaidi.	Ngufu ile ile inayotumika kwa fasi ya kidogo ita leta shinikizo zaidi.
Nous avons échangé nos numéros de téléphone.	Tuli patiyana namba za telephone.	Tuli patiyana namba za telephone.
Qu'a-t-il récupéré dans son salon et dans sa cuisine ?	Nini njo ali kamata mu salon yake na ku mafiga yake?	Nini njo ali kamata mu salon yake na ku mafiga yake?
Mme. Brown avertit Beth que, si elle ne mangeait pas correctement, elle serait toujours en surpoids.	Bibi ya Brown ana shauriya Beth, kama hakule muzuri, atakuwa tu na kilo zamingi.	Bibi ya Brown ana shauriya Beth, kama hakule muzuri, atakuwa tu na kilo zamingi.
Carol étudie la langue espagnole.	Carol iko na soma luga ya kihispania.	Carol iko na soma luga ya kihispania.
J'ai voté pour ce rapport parce qu'il va de soi que les aliments qui arrivent sur notre table doivent être bons.	Nili chagua ile ripoti ina sema piya kuhusu chakula yenye ina letewa ku meza yetu ina pashwa kuwa ya muzuri.	Nili chagua ile ripoti ina sema piya kuhusu chakula yenye ina letewa ku meza yetu ina pashwa kuwa ya muzuri.
J'ai dit lâche ton arme!	Mina sema acha silaha yako!	Mina sema acha silaha yako!
Je ne suis pas certaine de ce que vous pensiez.	Sijuwe ni nini njo ulikuwa na waza.	Sijuwe ni nini njo ulikuwa na waza.
Ce ministère s'occupe des affaires intérieures.	Ministeri hii ina jihusisha na mambo ya ndani.	Ministeri hii ina jihusisha na mambo ya ndani.
L'Ajax sera champion de division d'honneur.	Ajax itakuwa mshindi na kuji nyangulia hesima ya walio jiunga kwa michezo.	Ajax itakuwa mshindi na kuji nyangulia hesima ya walio jiunga kwa michezo.
Présentez mes bons vœux à Mademoiselle votre sœur !	Mpatiye Dada yako matakiyo yangu mema!	Mpatiye Dada yako matakiyo yangu mema!
J’ai bu énormément de jus d’orange alors que j’ai une analyse d’urine demain.	Nili kunywa sana juisi ya machungwa najapo kesho niko na uchunguzi wa mikoyo.	Nili kunywa sana juisi ya machungwa najapo kesho niko na uchunguzi wa mikoyo.
Je connais ces pratiques, elles sont sujettes à des dérives. Et ce n'est pas le laxisme des responsables qui va arranger les choses.	Mina juwa mozoezi hii ina husu ku kwepa. Na haiko uregevu wa viongozi ndio ita badilisha bitu.	Mina juwa mozoezi hii ina husu ku kwepa. Na haiko uregevu wa viongozi ndio ita badilisha bitu.
Tu peux rester ici aussi longtemps que tu restes tranquille.	Unaweza bakiya hapa kwa wakati ya murefu kama tu una ikala kimia.	Unaweza bakiya hapa kwa wakati ya murefu kama tu una ikala kimia.
Souvent ce que nous disons est très différent de ce que nous voulions.	Mara mingi byenye tuna semaka biko tofauti na byenye tuli taka.	Mara mingi byenye tuna semaka biko tofauti na byenye tuli taka.
Si tu veux le divorce, tu devras en payer le prix.	Kama una taka talaka, uta ilipiya kwa garama mingi.	Kama una taka talaka, uta ilipiya kwa garama mingi.
Son témoignage est édifiant.	Ushuhuda yake ni ya maana.	Ushuhuda yake ni ya maana.
Les yeux fixés sur mon bonheur qui s’approchait, je n’apercevais pas le nuage effrayant qui déjà couvrait presque tous les points de notre horizon politique.	Macho yangu ina elekeya kwenye furaha yangu ambayo iko karibu, siku kuwa naona mawingo yaku leta boga ambo sasa ilikuwa na funika njia zetu zote za maoni ya kisiyasa.	Macho yangu ina elekeya kwenye furaha yangu ambayo iko karibu, siku kuwa naona mawingo yaku leta boga ambo sasa ilikuwa na funika njia zetu zote za maoni ya kisiyasa.
Je n'ai même pas remarqué que vous étiez là.	Siku ona kama ulikuwa pale.	Siku ona kama ulikuwa pale.
Lorsqu'une femme est assassinée, son époux ou son petit ami sont toujours les premiers suspects.	Wakati mwanamuke ana uwawa, bwana yake na mpenzi wake wa inje njo bana shutumiwaka ba kwanza.	Wakati mwanamuke ana uwawa, bwana yake na mpenzi wake wa inje njo bana shutumiwaka ba kwanza.
Mon passe-temps c'est la collection des pièces de monnaie.	Kupitisha wakati yangu niku kusanya vichele.	Kupitisha wakati yangu niku kusanya vichele.
Les États-Unis s'imaginent tenir la poignée du bâton.	Marakani ina waza kuwa ina shikiliya mupini ya fimbo.	Marakani ina waza kuwa ina shikiliya mupini ya fimbo.
Nathan fut d'abord surpris quand Berthe introduisit Bert dans leur relation de couple.	Nathan ali shangala kwanza wakati yenye Berthe alianza kusema Berth ndani ya mahusiyano yao.	Nathan ali shangala kwanza wakati yenye Berthe alianza kusema Berth ndani ya mahusiyano yao.
On ne peut rien brûler sans oxygène.	Hauwezi kulunguza kitu bila pumuzi.	Hauwezi kulunguza kitu bila pumuzi.
Plutôt que des hommes insouciants et joyeux, je suis attirée par des hommes posés avec quelque chose d'un côté sombre.	Kuliko wanaume wasiyo na wasiwasi et furaha, mina vutiwaka na wana ume ambao wana weka sehemu moya ya giza.	Kuliko wanaume wasiyo na wasiwasi et furaha, mina vutiwaka na wana ume ambao wana weka sehemu moya ya giza.
Les gardes s'efforcèrent de ne pas croiser le regard du roi.	Waliniza wana jikaza wasi weze ku kutananisha macho na mfalme.	Waliniza wana jikaza wasi weze ku kutananisha macho na mfalme.
Mademoiselle Young est très gentille.	Dada Young ni muzuri sana.	Dada Young ni muzuri sana.
Je suppose que nous faisons un assez bon boulot puisque personne ne s'est plaint.	Mina zani tuna fanya kazi kubwa ya muzuri kwa sababu hakuna mutu ana lalamika.	Mina zani tuna fanya kazi kubwa ya muzuri kwa sababu hakuna mutu ana lalamika.
Dégage de là.	Toka pale.	Toka pale.
En 2001, le groupe financier Goldman Sachs a conclu que le Brésil, la Russie, l'Inde et la Chine seront les « briques » de l'économie mondiale, donnant son origine à l'acronyme « BRIC ».	Mu mwaka wa 2001, kundi ya kugaramia na pesa ya Goldman Sachs ili fikiya kusema kama Bresil, Urusi, India na China itakuwa «tofali» ya biashara ya mu dunia, iki tokeya kwa kifupi «BRIC».	Mu mwaka wa 2001, kundi ya kugaramia na pesa ya Goldman Sachs ili fikiya kusema kama Bresil, Urusi, India na China itakuwa «tofali» ya biashara ya mu dunia, iki tokeya kwa kifupi «BRIC».
Le système indique que je ne dispose pas des droits nécessaires pour supprimer le dossier.	Mfumo ina onesha kama sina haki za msingi juya kuvuta ile dossier.	Mfumo ina onesha kama sina haki za msingi juya kuvuta ile dossier.
"""Oui je sais, mais tu devrais essayer celui-là, il est assez différent de celui qu'on trouve d'habitude dans le commerce."" ""Je te remercie, mais je ne bois pas de ce café non plus."""	«Ndio mina juwa, lakini ungeli pashwa pima ile, iko tofutu na yenye tunapaka mu duka.» «Mina kushukuru, lakini siku nywake hata pia na iyi kahawa.»	«Ndio mina juwa, lakini ungeli pashwa pima ile, iko tofutu na yenye tunapaka mu duka.» «Mina kushukuru, lakini siku nywake hata pia na iyi kahawa.»
Je l'ai cherché toute la matinée.	Nili mutafuta asubui yote.	Nili mutafuta asubui yote.
De tout le disque, c'est ma piste préférée.	Mu nyimbo zote, iyi njo nyimbo mina pendaka.	Mu nyimbo zote, iyi njo nyimbo mina pendaka.
Comment en êtes-vous venue à vous intéresser à l'étude des langues ?	Ulifikiya namna gani ku kuwa na umuhimu wa kusoma wa ma luga?	Ulifikiya namna gani ku kuwa na umuhimu wa kusoma wa ma luga?
Un homme a été grièvement blessé par arme blanche à Paris.	Mwanaune ali umiya sana na kisu pale Paris.	Mwanaune ali umiya sana na kisu pale Paris.
Un enfant ayant grandi dans plus d’une langue a un sens de la tolérance inné et naturellement un cœur ouvert.	Mtoto ambaye ali komaliya mu lugha yenye iko na huruma ya ndani na kawaida ya roho kuwa wazi.	Mtoto ambaye ali komaliya mu lugha yenye iko na huruma ya ndani na kawaida ya roho kuwa wazi.
Mettez votre main devant la bouche, lorsque vous toussez, éternuez ou bâillez !	Tiya mkono yako ku kinywa, wakati una kohola, kupiga chafya wala kupiga miayo!	Tiya mkono yako ku kinywa, wakati una kohola, kupiga chafya wala kupiga miayo!
C'est mieux d'être un gagnant qu'un perdant.	Ni muzuri ku kuwa mshindi kuliko ku kuwa aliye poteza.	Ni muzuri ku kuwa mshindi kuliko ku kuwa aliye poteza.
J'ai couché avec mon patron.	Nili lalana na bosi wangu.	Nili lalana na bosi wangu.
Cette nuit, j’ai senti quelqu’un accroupi sur moi, et qui, sa bouche sur la mienne, buvait ma vie entre mes lèvres.	Usiku huu, nili sikiya mutu ana ni laliya, na ni nani, kinywa yake yulu ya kinywa yangu, akikunywa maisha yangu katikati ya kinywa yangu.	Usiku huu, nili sikiya mutu ana ni laliya, na ni nani, kinywa yake yulu ya kinywa yangu, akikunywa maisha yangu katikati ya kinywa yangu.
Le texte de l'hymne national du Canada a d'abord été écrit en français.	Maneno ya wimbo ya taifa ya Canada ili andikiwa kwanza mu kifaransa.	Maneno ya wimbo ya taifa ya Canada ili andikiwa kwanza mu kifaransa.
Au frigo il y a du jus d'orange.	Mu frigo muko juisi ya machungwa.	Mu frigo muko juisi ya machungwa.
Le Christ est ressuscité !	Kirsto ali fufuka!	Kirsto ali fufuka!
Passons en revue les éléments de preuve.	Acha tupite mukila kitu inayo unda ushahidi.	Acha tupite mukila kitu inayo unda ushahidi.
Le politiquement correct nous tuera !	Usahihi ya kisiyasa ita tu uwaka!	Usahihi ya kisiyasa ita tu uwaka!
Les forces d'occupation ont utilisé plusieurs personnes comme des boucliers humains lors de leurs opérations militaires.	Ngufu za jeshi zili tumikisha wanadamu kama vile ukuta wakati waki shugulika na mambo yao ya kijeshi.	Ngufu za jeshi zili tumikisha wanadamu kama vile ukuta wakati waki shugulika na mambo yao ya kijeshi.
Vous n'étiez pas sérieux, si ?	Hamu ku kuwa nasema kweli , si ndio?	Hamu ku kuwa nasema kweli , si ndio?
J'ai dit : lâchez votre arme !	Mina sema: achiliya silaha yako!	Mina sema: achiliya silaha yako!
Laissez-moi d'abord commander une autre bouteille de vin !	Niache kwanza nilombe ingine chupa ya divai!	Niache kwanza nilombe ingine chupa ya divai!
Ouvrez la bouche, je vous prie !	Fungula kinywa, tafazali na kuomba!	Fungula kinywa, tafazali na kuomba!
Vous avez dit que votre patron était un chic type.	Ulisema kama bosi wako ni mutu muzuri.	Ulisema kama bosi wako ni mutu muzuri.
Je vous écoute, monsieur le comte, murmura Salomée en rougissant.	Mina kusikiya, bwana comte, aka ongeya na Salomée kwa sauti kidogo lakini akinungunika.	Mina kusikiya, bwana comte, aka ongeya na Salomée kwa sauti kidogo lakini akinungunika.
Je crois que mes opinions ainsi que celles de beaucoup d'autres personnes devraient être prises en compte.	Mina waza maioni yangu na ya watu wengine ina pashwa ku zingatiwa.	Mina waza maioni yangu na ya watu wengine ina pashwa ku zingatiwa.
Vous devrez pour cela obtenir l'autorisation de l'académie.	Kwa hiyo ungelipashwa kupewa ruhusa ya masomo.	Kwa hiyo ungelipashwa kupewa ruhusa ya masomo.
Si tu sèches mes cours, je te tuerai.	Uka toroka somo zangu, nita kuuwa.	Uka toroka somo zangu, nita kuuwa.
Sauver le monde demande de la foi et du courage : foi en la raison, et courage pour proclamer ce que la raison démontre être vrai.	Ku okowa dunia ina lomba imani na ngufu: imani ya sababu, na ngufu ya kutangaza kama sababu iliyo onyesha kama ni kweli.	Ku okowa dunia ina lomba imani na ngufu: imani ya sababu, na ngufu ya kutangaza kama sababu iliyo onyesha kama ni kweli.
La force imposante des circonstances nous a séparés.	Ngufu inayo kaza matokeo ili tuachanisha.	Ngufu inayo kaza matokeo ili tuachanisha.
