fra	swc	swc_clean
Vous étiez censée être mon amie !	Ulitakiwa kuwa rafiki yangu!	Ulitakiwa kuwa rafiki yangu!
Permettez que je vous pose quelques questions, je vous prie.	Acha nikuulize maswali machache, tafazali.	Acha nikuulize maswali machache, tafazali.
Qu'importe si ces politiques disséminées partout sur la planète provoquent le chaos social comme en Grèce ou ailleurs.	Haijalishi ikiwa sera hizi zilienea kote ulimwenguni husababisha machafuko ya kijamii kama huko Ugiriki au mahali pengine.	Haijalishi ikiwa sera hizi zilienea kote ulimwenguni husababisha machafuko ya kijamii kama huko Ugiriki au mahali pengine.
L'homme qui a appelé il y a une heure était Frank.	Mtu aliyeita saa moja iliyopita alikuwa Frank.	Mtu aliyeita saa moja iliyopita alikuwa Frank.
J'ai traversé une épreuve terrible.	Nilipitia shida mubaya.	Nilipitia shida mubaya.
Où dois-je me rendre pour être admis en salle des urgences ?	Je! Ni lazima niende wapi ili nikubalike kwenye chumba cha dharura?	Je! Ni lazima niende wapi ili nikubalike kwenye chumba cha dharura?
Vous devez étudier dur pour rattraper votre classe.	Lazima usome kwa bidii kusudi ukaribie somo yako.	Lazima usome kwa bidii kusudi ukaribie somo yako.
Défiez-vous de ces cosmopolites qui vont chercher loin dans leurs livres des devoirs qu'ils dédaignent de remplir autour d'eux. Tel philosophe aime les Tartares, pour être dispensé d'aimer ses voisins.	Jihadharini na hawa cosmopolitans ambao hutazama mbali katika vitabu vyao kwa kazi za nyumbani wanachukia kutimiza karibu nao. Mwanafalsafa mmoja anapenda Tartars, kutawanywa kutoka kwa kupenda majirani zake.	Jihadharini na hawa cosmopolitans ambao hutazama mbali katika vitabu vyao kwa kazi za nyumbani wanachukia kutimiza karibu nao. Mwanafalsafa mmoja anapenda Tartars, kutawanywa kutoka kwa kupenda majirani zake.
Demandez et l'on vous donnera; cherchez et vous trouverez; frappez et l'on vous ouvrira.	Omba na utapewa; tafuta na utapata; bisha na utafunguliwa.	Omba na utapewa; tafuta na utapata; bisha na utafunguliwa.
Combien de langues Charlotte peut-elle parler ?	Charlotte anaweza ongea lugha ngapi?	Charlotte anaweza ongea lugha ngapi?
Laissez tomber ! C'est trop risqué.	Acha ihende ivo! Ni kuingia katika hatari sana.	Acha ihende ivo! Ni kuingia katika hatari sana.
N' aie pas peur ! Si tu m'aides, tout ira bien.	Usiogope! Ukinisaidia, kila kitu kitakuwa sawa.	Usiogope! Ukinisaidia, kila kitu kitakuwa sawa.
Mais a-t-il conscience du message négatif qu'il envoie ?	Lakini ana jua kweli ujumbe mbaya yenye anatuma?	Lakini ana jua kweli ujumbe mbaya yenye anatuma?
La police est certaine de l'appréhender au bout du compte, où qu'il aille.	Polisi ina uhakika ya kumukamata mwishoe, hata ahende wapi.	Polisi ina uhakika ya kumukamata mwishoe, hata ahende wapi.
Si l'Etat persiste à imposer systématiquement de nouvelles taxes aux Français, ils quitteront la France.	Ikiwa serikali itaendelea kuweka ushuru mupya kwa wafaransa, wataondoka Ufaransa.	Ikiwa serikali itaendelea kuweka ushuru mupya kwa wafaransa, wataondoka Ufaransa.
Qui ne parvient pas au fleuve Jaune n'a pas l'esprit en paix, et une fois parvenu n'a plus que ses yeux pour pleurer.	Yeyote asiyefika muto wa kinjano moyo wake hauna amani, na mara moja akishapafika basi ni kulia tu.	Yeyote asiyefika muto wa kinjano moyo wake hauna amani, na mara moja akishapafika basi ni kulia tu.
Je parie que tu te demandes comment ça marche.	Nalapa kama unajiuliza vile inavyo endelea.	Nalapa kama unajiuliza vile inavyo endelea.
Je ne connais pas la clé du succès, mais celle de l'échec est d'essayer de plaire à tout le monde.	Sijui ufunguo wa mafanikio, lakini ufunguo wa kutofaulu ni kujaribu kufurahisha kila mtu.	Sijui ufunguo wa mafanikio, lakini ufunguo wa kutofaulu ni kujaribu kufurahisha kila mtu.
Pour la seconde fois en un mois, il y a eu un puissant tremblement de terre au Mexique.	Kwa mara ya pili kwa mwezi, kulikuwa na mutetemeko wa ardhi yenye nguvu huko Mexico.	Kwa mara ya pili kwa mwezi, kulikuwa na mutetemeko wa ardhi yenye nguvu huko Mexico.
Ils disent que le Jour de Colomb, le fantôme de Christophe Colomb sort de sa tombe et parcourt le monde en punissant les méchants enfants qui ne croient pas en Christophe Colomb.	Wanasema kuwa katika Siku ya Columb, roho ya Christophe Columbe inatokaka mu kaburi yake na kusafiri mu dunia kubapa malipizi batoto babaya benye habamwamini Christophe Columb.	Wanasema kuwa katika Siku ya Columb, roho ya Christophe Columbe inatokaka mu kaburi yake na kusafiri mu dunia kubapa malipizi batoto babaya benye habamwamini Christophe Columb.
Pourriez-vous expliquer la dernière section plus précisément ?	Je! Unaweza kuelezea sehemu ya mwisho sawasawa?	Je! Unaweza kuelezea sehemu ya mwisho sawasawa?
Un ordinateur c'est comme un frigo : on le branche et ça marche.	Kompyuta ni kama frigo: uki ihunganisha na inafanya kazi.	Kompyuta ni kama frigo: uki ihunganisha na inafanya kazi.
Je t'appellerai dès que j'en aurai fini avec mon travail.	Nitakupigia simu wakati tu nitamaliza kazi yangu.	Nitakupigia simu wakati tu nitamaliza kazi yangu.
Helen garde sa chambre toujours propre.	Helen anawekaka chumba yake safi kila wakati.	Helen anawekaka chumba yake safi kila wakati.
Il travaille en tant qu'enseignant, mais en réalité c'est un vampire.	Ana fanya kazi kama mwalimu, lakini kwa kweli yeye ni vampire.	Ana fanya kazi kama mwalimu, lakini kwa kweli yeye ni vampire.
Éveillé, le souvenir de son Éthel dominait toutes ses pensées ; endormi, ce souvenir devenait comme une image fantastique qui illuminait tous ses rêves.	Wakati alilamuka, kumbukumbu ya Ethel yake ilitawala mawazo yake yote; wakati alilala, kumbukumbu hii ikawa kama picha ya kupendeza ambayo ilionyesha ndoto zake zote.	Wakati alilamuka, kumbukumbu ya Ethel yake ilitawala mawazo yake yote; wakati alilala, kumbukumbu hii ikawa kama picha ya kupendeza ambayo ilionyesha ndoto zake zote.
"Faites bien attention à mettre le bon objet avant de m'envoyer votre e-mail, autrement il finira dans le dossier ""pourriel""."	"Kuwa mwangalifu kuweka bidhaa sahihi kabla ya kunitumia barua pepe yako, vinginevyo itaishia kwenye folda ya ""barua taka""."	"Kuwa mwangalifu kuweka bidhaa sahihi kabla ya kunitumia barua pepe yako, vinginevyo itaishia kwenye folda ya ""barua taka""."
Si c'est urgent, est-ce que je peux lui envoyer un message sur son téléavertisseur... ?	Ikiwa ni ya haraka, je! Ninaweza kumutumia ujumbe kwenye téléavertisseur ...?	Ikiwa ni ya haraka, je! Ninaweza kumutumia ujumbe kwenye téléavertisseur ...?
L'agent de police indiqua que ça avait l'air d'une blessure par balle volontaire à la tête.	Afisa wa polisi alionyesha kuwa inaonekana sawa kilonda ya bunduki la makusudi kwa kichwa.	Afisa wa polisi alionyesha kuwa inaonekana sawa kilonda ya bunduki la makusudi kwa kichwa.
De belles paroles, une belle mélodie. La chanson est tout de suite devenue ma préférée.	Maneno mazuri, wimbo muzuri. Wimbo uligeuka mara moja yenyi minapenda sana.	Maneno mazuri, wimbo muzuri. Wimbo uligeuka mara moja yenyi minapenda sana.
Mon père ordonne alors de repasser les flots, / d'aller interroger les trépieds de Délos, / d'apprendre dans quels lieux doivent finir nos peines, / nos travaux renaissants, nos courses incertaines.	Kwa hivyo baba yangu anaamuru kuvuka mawimbi tena, / kwenda kuswali safari za Delos, / kujifunza katika sehemu ambazo huzuni zetu lazima zimalizike, / kazi zetu mupya, mashuguli zetu zenye hazina uhakika.	Kwa hivyo baba yangu anaamuru kuvuka mawimbi tena, / kwenda kuswali safari za Delos, / kujifunza katika sehemu ambazo huzuni zetu lazima zimalizike, / kazi zetu mupya, mashuguli zetu zenye hazina uhakika.
"Pour les personnes qui comprennent quelque chose à propos de l'art, il n'y a pas besoin de mots. On dit ""Hm!"" ""Ha!"" ou ""Ho!"", et avec cela tout est exprimé."	"Kwa watu ambao wanaelewa kitu juu ya sanaa, hakuna lazima ya maneno. Bana semaka “Hm!” “Ha!”au ""Ho!"", na kwa iyo kila kitu kimesha elezwa."	"Kwa watu ambao wanaelewa kitu juu ya sanaa, hakuna lazima ya maneno. Bana semaka “Hm!” “Ha!”au ""Ho!"", na kwa iyo kila kitu kimesha elezwa."
J'ai aimé, j'aime, j'aimerai l'idée de Tatoeba.	Nilipenda, napenda, nitaipenda wazo ya Tatoeba.	Nilipenda, napenda, nitaipenda wazo ya Tatoeba.
Si c'est pas cassé, faut pas chercher à le faire réparer.	Ikiwa haijavunjika, usijaribu kuitengeneza.	Ikiwa haijavunjika, usijaribu kuitengeneza.
Il espère revenir l'an prochain.	Ana tumainia kurudi mwaka yenye inakuja.	Ana tumainia kurudi mwaka yenye inakuja.
Pitié est morte, amour est enterré.	Huruma imekufa, upendo umezikwa.	Huruma imekufa, upendo umezikwa.
S'il te plaît, s'il te plaît, continue de chanter faux !	Tafadhali, tafadhali endelea kuimba nje ya wimbo!	Tafadhali, tafadhali endelea kuimba nje ya wimbo!
Le commandant de l'unité a donné l'ordre de déposer les armes.	Mukubwa wa kikosi alitoa amri ya kuweka silaa chini.	Mukubwa wa kikosi alitoa amri ya kuweka silaa chini.
Pour quelqu'un qui est censé être expert, vous ne semblez pas en savoir long.	Kwa mutu anayetakiwa kuwa mutaalamu, hauonekani unajua mengi.	Kwa mutu anayetakiwa kuwa mutaalamu, hauonekani unajua mengi.
Le joyeux Ned se proposait de revenir le lendemain à cette île enchantée, qu'il voulait dépeupler de tous ses quadrupèdes comestibles.	Ned ya kupendekezwa ilipendekeza kurudi siku iliyofuata kwenye kisiwa hiki kilichowezeshwa, ambacho alitaka kutoa quadrupèdes comestibles huko.	Ned ya kupendekezwa ilipendekeza kurudi siku iliyofuata kwenye kisiwa hiki kilichowezeshwa, ambacho alitaka kutoa quadrupèdes comestibles huko.
Ne soyez pas méchant, s’écria Anna Pavlovna en le menaçant du doigt.	Usiwe mukali, alilia Anna Pavlovna, akimtishia kwa kidole.	Usiwe mukali, alilia Anna Pavlovna, akimtishia kwa kidole.
Hier, Jules a été blessé dans un accident de moto, donc il ne pourra pas participer au cours de gym pour le moment.	Jules alijeruliwa jana kwenye ajali ya pikipiki, kwa hivyo hataweza kushiriki darasa la mazoezi kwa sasa.	Jules alijeruliwa jana kwenye ajali ya pikipiki, kwa hivyo hataweza kushiriki darasa la mazoezi kwa sasa.
Tu parles en premier; je parlerai ensuite.	Utaongea kwanza, miye nitaongea baadaye.	Utaongea kwanza, miye nitaongea baadaye.
J'espère que vous serez des nôtres.	Natumai utakuwa pamoja nasi.	Natumai utakuwa pamoja nasi.
Selon mes dispositions en ce temps-là le contenu de ce livre devait être formé par des données, qui seraient pour la présentation des choses spirituelles, des informations cohérentes pour les pensées utilisées dans le domaine des sciences naturelles.	Kulingana na mpangilio wangu wakati huo yaliyomo katika kitabu hiki yangeundwa na data, ambayo itakuwa ya uwasilishaji wa mambo ya kiroho, habari madhubuti kwa mawazo yanayotumiwa katika uwanja wa sayansi asilia.	Kulingana na mpangilio wangu wakati huo yaliyomo katika kitabu hiki yangeundwa na data, ambayo itakuwa ya uwasilishaji wa mambo ya kiroho, habari madhubuti kwa mawazo yanayotumiwa katika uwanja wa sayansi asilia.
La chirurgie laser peut corriger certains problèmes de la vision.	Upasuaji wa laser unaweza kusahihisha shida fulani za kuona.	Upasuaji wa laser unaweza kusahihisha shida fulani za kuona.
Eh ben mon cochon !	Sawa nguruwe yangu!	Sawa nguruwe yangu!
L'opinion publique joue un rôle important dans le domaine politique.	Maoni ya watu iko na umuhimu mukubwa kwenye uwanja wa siasa.	Maoni ya watu iko na umuhimu mukubwa kwenye uwanja wa siasa.
Je passe l'info à Noah.	Na ambia Noah habari hiyo.	Na ambia Noah habari hiyo.
Amiral, un vaisseau non identifié s'approche de notre position.	Amiral, Boti fulani isiyo julikana inakaribia eneo yetu.	Amiral, Boti fulani isiyo julikana inakaribia eneo yetu.
J'irais décrocher la lune si tu me le demandais.	Ningeenda kutoa mwezi kama unge niuliza.	Ningeenda kutoa mwezi kama unge niuliza.
Vous devriez lui présenter des excuses pour être arrivés en retard.	Ungeli muomba musamaha kwa kuchelewa.	Ungeli muomba musamaha kwa kuchelewa.
Au secours ! au secours ! Arrière, sacrilège ! infâme ! maudit !	Munisaidie! Munisaidie! Nyuma, kitendo mubaya! kibaya ! ulaaniwe!	Munisaidie! Munisaidie! Nyuma, kitendo mubaya! kibaya ! ulaaniwe!
Tu laisses toujours la fenêtre ouverte lorsque tu dors.	Una achaka dirisha wazi kila wakati ukilala.	Una achaka dirisha wazi kila wakati ukilala.
Has your appetite changed?	Je! Hamu yako ya kukula imebadilika?	Je! Hamu yako ya kukula imebadilika?
Tu dois fermer la porte quand tu vas aux toilettes, hein ?	Ukuwe unafunge mulango wakati unaenda ku choo, huh?	Ukuwe unafunge mulango wakati unaenda ku choo, huh?
Il est de votre devoir de terminer ce boulot.	Ni wajibu wako kumaliza hii kazi.	Ni wajibu wako kumaliza hii kazi.
Lorsqu'on ne vous recevra pas et qu'on n'écoutera pas vos paroles, sortez de cette maison ou de cette ville et secouez la poussière de vos pieds.	Wakati wanakatala kuku pokea na wanakatala kusikia maneno yako, basi toka kwa nyumba hiyo au kwa muji huo na kunguta vumbi ya migulu yako.	Wakati wanakatala kuku pokea na wanakatala kusikia maneno yako, basi toka kwa nyumba hiyo au kwa muji huo na kunguta vumbi ya migulu yako.
J'aimerais visiter New York un jour.	Ningetaka kutembelea New York siku moja.	Ningetaka kutembelea New York siku moja.
"Et si on jouait à se lancer la balle?"" - ""Oui, pourquoi pas?"	"Vipi tuki cheza muchezo waku tupiana kabumbu?"" - ""Ndio, kwa nini apana?"	"Vipi tuki cheza muchezo waku tupiana kabumbu?"" - ""Ndio, kwa nini apana?"
Elle aime en paroles mais guère en actes. (Amour de poule qui n'a pas de sein!)	Anapenda kimaneno lakini sio kimatendo. (Upendo wa kuku yenye haina liziba!)	Anapenda kimaneno lakini sio kimatendo. (Upendo wa kuku yenye haina liziba!)
J'ai passé l'aspirateur dans les chambres pendant toute la matinée.	Nili pitisha mashine ya kuosha ku ma chumba yote masaa yote ya asubui.	Nili pitisha mashine ya kuosha ku ma chumba yote masaa yote ya asubui.
À quelle heure allons-nous arriver à Akita si nous prenons le train de 9 h 30 ?	Tutafika Akita saa ngapi ikiwa tunachukua treni ya 9:30 asubuhi?	Tutafika Akita saa ngapi ikiwa tunachukua treni ya 9:30 asubuhi?
Jamais on ne corrompt le peuple, mais souvent on le trompe, et c'est alors seulement qu'il paraît vouloir ce qui est mal.	Kamwe huwezi kupatia raia rushwa, lakini mara nyingi wadanganywa, na ni wakati huo tu ambao wanaonekana wanataka bya mubaya.	Kamwe huwezi kupatia raia rushwa, lakini mara nyingi wadanganywa, na ni wakati huo tu ambao wanaonekana wanataka bya mubaya.
Je ne veux pas savoir si tu n'aimes pas ta tante Marie. Tu n'as qu'à juste te forcer à sourire et supporter tant qu'elle est ici.	Sitaki kujua ikiwa haupendi shangazi yako Maria. Lazima tu ujikaze kufurahi na kuvumulia wakati iko hapa.	Sitaki kujua ikiwa haupendi shangazi yako Maria. Lazima tu ujikaze kufurahi na kuvumulia wakati iko hapa.
Avant de se lancer dans ce genre de thérapie, les souhaits de la patiente elle-même doivent être soigneusement pris en considération.	Kabla ya kuanza matibabu ya aina hii, matakwa ya mgonjwa mwenyewe lazima izingatiwe kwa uangalifu.	Kabla ya kuanza matibabu ya aina hii, matakwa ya mgonjwa mwenyewe lazima izingatiwe kwa uangalifu.
Le livre « Je vous demande le droit de mourir » raconte l'épisode tragique de la mort de Vincent Humbert.	Kitabu «Minakuomba haki ya kufa» inasimulia tukio ya kusikitisha ya kifo cha Vincent Humbert.	Kitabu «Minakuomba haki ya kufa» inasimulia tukio ya kusikitisha ya kifo cha Vincent Humbert.
Si vous voulez que ça se passe bien entre nous, il va falloir jouer cartes sur table et ne pas nous mentir comme la dernière fois.	Ikiwa unataka iende vizuri kati yetu, italazimika ku ongea ukweli na sio kutudanganya kama ile mara ingine iliyo pita.	Ikiwa unataka iende vizuri kati yetu, italazimika ku ongea ukweli na sio kutudanganya kama ile mara ingine iliyo pita.
Avez-vous déjà fait l'expérience de quelque chose de vraiment étrange et que vous ne pouvez pas vraiment expliquer, mais qui, lorsque vous y pensez vraiment sans l'ignorer, vous fait finalement très peur ?	Je! Umewahi kuona kitu cha kushangaza sana ambacho huwezi kuelezea, lakini ambayo wakati unafikiria juu yake bila kupuuza hatimaye kinakutisha?	Je! Umewahi kuona kitu cha kushangaza sana ambacho huwezi kuelezea, lakini ambayo wakati unafikiria juu yake bila kupuuza hatimaye kinakutisha?
Commencez tout de suite, ou vous serez en retard.	Anza mara moja sai, au utachelewa.	Anza mara moja sai, au utachelewa.
Georgette pense qu'Oliver passe trop de temps sur les jeux vidéos.	Georgette anafikiria kama Oliver anatumiaka wakati mingi ku michezo ya video.	Georgette anafikiria kama Oliver anatumiaka wakati mingi ku michezo ya video.
Il savait qu'ils n'allaient pas lui faire de fleur, que ça allait être sa fête.	Alijua hawata mupatia maua, ingekuwa siku kuu yake.	Alijua hawata mupatia maua, ingekuwa siku kuu yake.
Le diable se cache dans les détails, ainsi que vous le savez tous.	Shetani ana jifichaka mu maelezo ya kindani, kama vile nyie bote munajua.	Shetani ana jifichaka mu maelezo ya kindani, kama vile nyie bote munajua.
Vous m'arrêtez pour violence domestique? Franchement, les mecs!	Je! Unanikamata kwa dhuluma ya nyumbani? Kwa ukweli, ma rafiki zangu!	Je! Unanikamata kwa dhuluma ya nyumbani? Kwa ukweli, ma rafiki zangu!
Si vous voulez que je vous embrasse, tout ce que vous avez à faire est de demander.	Ikiwa unataka nikukumbatie, unachotakiwa kufanya ni kuuliza.	Ikiwa unataka nikukumbatie, unachotakiwa kufanya ni kuuliza.
